we_vote_id,ballot_item_display_name,state_code,party,twitter_description,candidate_ultimate_election_date,contest_office_name,district_name,google_civic_election_id,state_code_2
wv87cand2304474,Christopher T. Head,va,Republican,,20231107,VA State Senator - District 3,Virginia State Senate district 3,1000337,va
wv87cand2304475,Jade D. Harris,va,Democrat,,20231107,VA State Senator - District 3,Virginia State Senate district 3,1000337,va
wv87cand2304476,Matthew J. East,va,Nonpartisan,,20231107,Botetourt County School Board Member - District Blue Ridge,Botetourt County,1000337,va
wv87cand2304477,Kathy L. Smith,va,Nonpartisan,,20231107,Fairfax County Supervisor - District Sully,Fairfax County Supervisor District Sully,1000337,va
wv87cand2304478,Keith S. Elliott,va,Nonpartisan,,20231107,Fairfax County Supervisor - District Sully,Fairfax County Supervisor District Sully,1000337,va
wv87cand2304479,Casey D. Kennedy,va,Nonpartisan,,20231107,Clarke County School Board Member - District Russell,Clarke County,1000337,va
wv87cand2304480,Monica H. Singh-Smith,va,Nonpartisan,,20231107,Clarke County School Board Member - District Buckmarsh,Clarke County,1000337,va
wv87cand2304481,Anne M. Williams,va,Nonpartisan,,20231107,Clarke County Commonwealth's Attorney,Clarke County,1000337,va
wv87cand2304482,Emily G. Scott,va,Democrat,,20231107,VA State Senator - District 1,Virginia State Senate district 1,1000337,va
wv87cand2304483,Delores R. Oates,va,Republican,,20231107,VA State Delegate - District 31,Virginia State House district 31,1000337,va
wv87cand2304484,Steven E. Foreman,va,Democrat,,20231107,VA State Delegate - District 31,Virginia State House district 31,1000337,va
wv87cand2304485,Grace E. Morrison,va,Unaffiliated,,20231107,VA State Delegate - District 31,Virginia State House district 31,1000337,va
wv87cand2304486,Travis M. Sumption,va,Nonpartisan,,20231107,Clarke County Sheriff,Clarke County,1000337,va
wv87cand2304487,Donna Mathews Peake,va,Nonpartisan,,20231107,Clarke County Commissioner of Revenue,Clarke County,1000337,va
wv87cand2304488,Michael P. Wilson,va,Nonpartisan,,20231107,Clarke County School Board Member - District Millwood,Clarke County,1000337,va
wv87cand2304489,Katherine F. Kerr-Hobert,va,Nonpartisan,,20231107,Clarke County School Board Member - District Berryville,Clarke County,1000337,va
wv87cand2304490,Sharon E. Keeler,va,Nonpartisan,,20231107,Clarke County Treasurer,Clarke County,1000337,va
wv87cand2304491,April F. Wilkerson,va,Nonpartisan,,20231107,Clarke County Clerk of the Circuit Court,Clarke County,1000337,va
wv87cand2304492,Clay T. Brumback,va,Nonpartisan,,20231107,Clarke County School Board Member - District White Post,Clarke County,1000337,va
wv87cand2304493,"Bev B. McKay, Jr.",va,Nonpartisan,,20231107,Clarke County Supervisor - District White Post,Clarke County Board of Supervisors District White Post,1000337,va
wv87cand2304494,Terri Trimble Catlett,va,Nonpartisan,,20231107,Clarke County Supervisor - District Millwood,Clarke County Board of Supervisors District Millwood,1000337,va
wv87cand2304495,"Matthew E. ""Matt"" Bass",va,Nonpartisan,,20231107,Clarke County Supervisor - District Berryville,Clarke County Board of Supervisors District Berryville,1000337,va
wv87cand2304496,Douglas Moore Lawrence,va,Nonpartisan,,20231107,Clarke County Supervisor - District Russell,Clarke County Council District Russell,1000337,va
wv87cand2304497,David S. Weiss,va,Nonpartisan,,20231107,Clarke County Supervisor - District Buckmarsh,Clarke County Board of Supervisors District Buckmarsh,1000337,va
wv87cand2304498,Erica Cipko Wade,va,Nonpartisan,,20231107,Patrick County Clerk of the Circuit Court,Patrick County,1000337,va
wv87cand2304499,Morgan E. Boothe,va,Nonpartisan,,20231107,Patrick County Clerk of the Circuit Court,Patrick County,1000337,va
wv87cand2304500,Nancy Turner Belcher,va,Nonpartisan,,20231107,Patrick County Clerk of the Circuit Court,Patrick County,1000337,va
wv87cand2304501,Patricia Lynn Quesenberry,va,Democrat,,20231107,VA State Delegate - District 47,Virginia State House district 47,1000337,va
wv87cand2304502,Jacob C. Frogel,va,Unaffiliated,,20231107,VA State Delegate - District 47,Virginia State House district 47,1000337,va
wv87cand2304503,Lester G. Harrell,va,Nonpartisan,,20231107,Patrick County School Board Member - District Peters Creek,Patrick County,1000337,va
wv87cand2304504,Amy E. Walker,va,Nonpartisan,,20231107,Patrick County School Board Member - District Mayo River,Patrick County,1000337,va
wv87cand2304505,Dayna Kendrick Bobbitt,va,Nonpartisan,,20231107,Patrick County Commonwealth's Attorney,Patrick County,1000337,va
wv87cand2304506,Shannon Royall Harrell,va,Nonpartisan,,20231107,Patrick County School Board Member - District Blue Ridge,Patrick County,1000337,va
wv87cand2304507,Ryan S. Lawson,va,Nonpartisan,,20231107,Patrick County School Board Member - District Blue Ridge,Patrick County,1000337,va
wv87cand2304508,Glennda C. Morse,va,Nonpartisan,,20231107,Patrick County Commissioner of Revenue,Patrick County,1000337,va
wv87cand2304509,Tabitha L. Overby,va,Nonpartisan,,20231107,Patrick County Commissioner of Revenue,Patrick County,1000337,va
wv87cand2304510,Daniel M. Smith,va,Nonpartisan,,20231107,Patrick County Sheriff,Patrick County,1000337,va
wv87cand2304511,Sandra K. Stone,va,Nonpartisan,,20231107,Patrick County Treasurer,Patrick County,1000337,va
wv87cand2304512,Jonathan M. Wood,va,Nonpartisan,,20231107,Patrick County Supervisor - District Peters Creek,Patrick County Board of Supervisors District Peters Creek,1000337,va
wv87cand2304513,Lisa P. Mickles,va,Nonpartisan,,20231107,Patrick County Supervisor - District Peters Creek,Patrick County Board of Supervisors District Peters Creek,1000337,va
wv87cand2304514,"C. Clayton Kendrick, Jr.",va,Nonpartisan,,20231107,Patrick County Supervisor - District Mayo River,Patrick County Board of Supervisors District Mayo River,1000337,va
wv87cand2304515,"H. Danny Foley, Sr.",va,Nonpartisan,,20231107,Patrick County Supervisor - District Mayo River,Patrick County Board of Supervisors District Mayo River,1000337,va
wv87cand2304516,Clyde M. DeLoach,va,Nonpartisan,,20231107,Patrick County Supervisor - District Blue Ridge,Patrick County Board of Supervisors District Blue Ridge,1000337,va
wv87cand2304517,"Russell ""Leon"" Puckett",va,Nonpartisan,,20231107,Patrick County Supervisor - District Blue Ridge,Patrick County Board of Supervisors District Blue Ridge,1000337,va
wv87cand2304518,Steve D. Marshall,va,Nonpartisan,,20231107,Patrick County Supervisor - District Blue Ridge,Patrick County Board of Supervisors District Blue Ridge,1000337,va
wv87cand2304519,Scott A. Wyatt,va,Republican,,20231107,VA State Delegate - District 60,Virginia State House district 60,1000337,va
wv87cand2304520,Keith Patrick Braxton,va,Democrat,,20231107,VA State Delegate - District 60,Virginia State House district 60,1000337,va
wv87cand2304521,T. Scott Harris,va,Nonpartisan,,20231107,Hanover County Commissioner of Revenue,Hanover County,1000337,va
wv87cand2304522,"Frank D. Hargrove, Jr.",va,Nonpartisan,,20231107,Hanover County Clerk of the Circuit Court,Hanover County,1000337,va
wv87cand2304523,Timothy Reed Boschen,va,Nonpartisan,,20231107,Hanover County Treasurer,Hanover County,1000337,va
wv87cand2304524,David R. Hines,va,Nonpartisan,,20231107,Hanover County Sheriff,Hanover County,1000337,va
wv87cand2304525,Mackenzie K. Babichenko,va,Nonpartisan,,20231107,Hanover County Commonwealth's Attorney,Hanover County,1000337,va
wv87cand2304526,"Susan P. ""Sue"" Dibble",va,Nonpartisan,,20231107,Hanover County Supervisor - District South Anna,Hanover County Board of Supervisors District South Anna,1000337,va
wv87cand2304527,Clara James Scott,va,Nonpartisan,,20231107,Hanover County Supervisor - District South Anna,Hanover County Board of Supervisors District South Anna,1000337,va
wv87cand2304528,Jeff Stoneman,va,Nonpartisan,,20231107,Hanover County Supervisor - District Beaverdam,Hanover County Board of Supervisors District Beaverdam,1000337,va
wv87cand2304529,F. Michael Herzberg IV,va,Nonpartisan,,20231107,Hanover County Supervisor - District Cold Harbor,Hanover County Board of Supervisors District Cold Harbor,1000337,va
wv87cand2304530,Faye O. Prichard,va,Nonpartisan,,20231107,Hanover County Supervisor - District Ashland,Hanover County Board of Supervisors District Ashland,1000337,va
wv87cand2304531,Yael R. Levin,va,Nonpartisan,,20231107,Hanover County Supervisor - District Ashland,Hanover County Board of Supervisors District Ashland,1000337,va
wv87cand2304532,Danielle Floyd,va,Nonpartisan,,20231107,Hanover County Supervisor - District Chickahominy,Hanover County Board of Supervisors District Chickahominy,1000337,va
wv87cand2304533,Hope Prince,va,Nonpartisan,,20231107,Hanover County Supervisor - District Chickahominy,Hanover County Board of Supervisors District Chickahominy,1000337,va
wv87cand2304534,Sean M. Davis,va,Nonpartisan,,20231107,Hanover County Supervisor - District Henry,Hanover County Board of Supervisors District Henry,1000337,va
wv87cand2304535,Joshua Parramore,va,Nonpartisan,,20231107,Hanover County Supervisor - District Mechanicsville,Hanover County Board of Supervisors District Mechanicsville,1000337,va
wv87cand2304536,Ryan Hudson,va,Nonpartisan,,20231107,Hanover County Supervisor - District Mechanicsville,Hanover County Board of Supervisors District Mechanicsville,1000337,va
wv87cand2304537,Almira Mohammed,va,Republican,,20231107,VA State Delegate - District 11,Virginia State House district 11,1000337,va
wv87cand2304538,David L. Bulova,va,Democrat,,20231107,VA State Delegate - District 11,Virginia State House district 11,1000337,va
wv87cand2304539,Carey C. Campbell,va,Nonpartisan,,20231107,Fairfax County Supervisor - District Braddock,Fairfax County Supervisor District Braddock,1000337,va
wv87cand2304540,James R. Walkinshaw,va,Nonpartisan,,20231107,Fairfax County Supervisor - District Braddock,Fairfax County Supervisor District Braddock,1000337,va
wv87cand2304541,Mark B. Vafiades,va,Republican,,20231107,VA State Senator - District 35,Virginia State Senate district 35,1000337,va
wv87cand2304542,Mike L. Van Meter,va,Republican,,20231107,VA State Senator - District 33,Virginia State Senate district 33,1000337,va
wv87cand2304543,Marcus T. Evans,va,Republican,,20231107,VA State Delegate - District 15,Virginia State House district 15,1000337,va
wv87cand2304544,Gregory B. Reimer,va,Nonpartisan,,20231107,New Kent County School Board Member - District 5,New Kent County,1000337,va
wv87cand2304545,Margaret B. McBeath,va,Nonpartisan,,20231107,New Kent County School Board Member - District 5,New Kent County,1000337,va
wv87cand2304546,Mia K. Pollard,va,Nonpartisan,,20231107,New Kent County School Board Member - District 5,New Kent County,1000337,va
wv87cand2304547,Keith A. Pagano,va,Nonpartisan,,20231107,New Kent County School Board Member - District 1,New Kent County,1000337,va
wv87cand2304548,T. Scott Renick,va,Nonpartisan,,20231107,New Kent County Commonwealth's Attorney,New Kent County,1000337,va
wv87cand2304549,Amanda E. Batten,va,Republican,,20231107,VA State Delegate - District 71,Virginia State House district 71,1000337,va
wv87cand2304550,Jessica L. Anderson,va,Democrat,,20231107,VA State Delegate - District 71,Virginia State House district 71,1000337,va
wv87cand2304551,Laura M. Ecimovic,va,Nonpartisan,,20231107,New Kent County Commissioner of Revenue,New Kent County,1000337,va
wv87cand2304552,Helena M. Cunha,va,Nonpartisan,,20231107,New Kent County School Board Member - District 2,New Kent County,1000337,va
wv87cand2304553,Elizabeth Smith Remorenko,va,Nonpartisan,,20231107,New Kent County School Board Member - District 2,New Kent County,1000337,va
wv87cand2304554,Kelly M. Martin,va,Nonpartisan,,20231107,New Kent County School Board Member - District 2,New Kent County,1000337,va
wv87cand2304555,Heather Mae Donbrosky,va,Nonpartisan,,20231107,New Kent County School Board Member - District 3,New Kent County,1000337,va
wv87cand2304556,Andrea M. Staskiel,va,Nonpartisan,,20231107,New Kent County School Board Member - District 3,New Kent County,1000337,va
wv87cand2304557,Lee S. Bailey,va,Nonpartisan,,20231107,New Kent County Sheriff,New Kent County,1000337,va
wv87cand2304558,Charles H. Evelyn III,va,Nonpartisan,,20231107,New Kent County Treasurer,New Kent County,1000337,va
wv87cand2304559,Ron L. Vaught,va,Nonpartisan,,20231107,New Kent County School Board Member - District 4,New Kent County,1000337,va
wv87cand2304560,Sarah Grier-Barber,va,Nonpartisan,,20231107,New Kent County School Board Member - District 4,New Kent County,1000337,va
wv87cand2304561,Amy P. Crump,va,Nonpartisan,,20231107,New Kent County Clerk of the Circuit Court,New Kent County,1000337,va
wv87cand2304562,Rachel Eva Mills,va,Nonpartisan,,20231107,New Kent County Clerk of the Circuit Court,New Kent County,1000337,va
wv87cand2304563,John N. Lockwood,va,Nonpartisan,,20231107,New Kent County Supervisor - District 5,New Kent County Board of Supervisors District 5,1000337,va
wv87cand2304564,Jordan T. Stewart,va,Nonpartisan,,20231107,New Kent County Supervisor - District 5,New Kent County Board of Supervisors District 5,1000337,va
wv87cand2304565,Mark S. Daniel,va,Nonpartisan,,20231107,New Kent County Supervisor - District 1,New Kent County Board of Supervisors District 1,1000337,va
wv87cand2304566,Thomas W. Evelyn,va,Nonpartisan,,20231107,New Kent County Supervisor - District 1,New Kent County Board of Supervisors District 1,1000337,va
wv87cand2304567,Donald Jacob Westbrock,va,Nonpartisan,,20231107,New Kent County Supervisor - District 2,New Kent County Board of Supervisors District 2,1000337,va
wv87cand2304568,John P. Moyer,va,Nonpartisan,,20231107,New Kent County Supervisor - District 2,New Kent County Board of Supervisors District 2,1000337,va
wv87cand2304569,Bruce Allen Howard,va,Nonpartisan,,20231107,New Kent County Supervisor - District 3,New Kent County Board of Supervisors District 3,1000337,va
wv87cand2304570,Patricia A. Paige,va,Nonpartisan,,20231107,New Kent County Supervisor - District 3,New Kent County Board of Supervisors District 3,1000337,va
wv87cand2304571,Ron P. Stiers,va,Nonpartisan,,20231107,New Kent County Supervisor - District 4,New Kent County Board of Supervisors District 4,1000337,va
wv87cand2304572,Anne P. Donohue,va,Nonpartisan,,20231107,Loudoun County School Board Member - At-Large,Loudoun County,1000337,va
wv87cand2304573,Michael A. Rivera,va,Nonpartisan,,20231107,Loudoun County School Board Member - At-Large,Loudoun County,1000337,va
wv87cand2304574,Chris K. Harnisch,va,Republican,,20231107,VA State Delegate - District 27,Virginia State House district 27,1000337,va
wv87cand2304575,Atoosa R. Reaser,va,Democrat,,20231107,VA State Delegate - District 27,Virginia State House district 27,1000337,va
wv87cand2304576,Henry C. Eickelberg,va,Nonpartisan,,20231107,Loudoun County Treasurer,Loudoun County,1000337,va
wv87cand2304577,Robin Andrew Roopnarine,va,Nonpartisan,,20231107,Loudoun County Treasurer,Loudoun County,1000337,va
wv87cand2304578,Buta Biberaj,va,Nonpartisan,,20231107,Loudoun County Commonwealth's Attorney,Loudoun County,1000337,va
wv87cand2304579,"R. D. ""Bob"" Anderson",va,Nonpartisan,,20231107,Loudoun County Commonwealth's Attorney,Loudoun County,1000337,va
wv87cand2304580,Joe J. Smith,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Little River,Loudoun County,1000337,va
wv87cand2304581,Sumera Rashid,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Little River,Loudoun County,1000337,va
wv87cand2304582,Chris J. Hodges,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Broad Run,Loudoun County,1000337,va
wv87cand2304583,Linda W. Deans,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Broad Run,Loudoun County,1000337,va
wv87cand2304584,April Moore Chandler,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Algonkian,Loudoun County,1000337,va
wv87cand2304585,Viktoria Hunyadi,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Algonkian,Loudoun County,1000337,va
wv87cand2304586,Erika R. Ogedegbe,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Leesburg,Loudoun County,1000337,va
wv87cand2304587,Lauren E. Shernoff,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Leesburg,Loudoun County,1000337,va
wv87cand2304588,Juan Pablo Segura,va,Republican,,20231107,VA State Senator - District 31,Virginia State Senate district 31,1000337,va
wv87cand2304589,Craig M. Buckley,va,Nonpartisan,,20231107,Loudoun County Sheriff,Loudoun County,1000337,va
wv87cand2304590,"Michael L. ""Mike"" Chapman",va,Nonpartisan,,20231107,Loudoun County Sheriff,Loudoun County,1000337,va
wv87cand2304591,Phyllis J. Randall,va,Nonpartisan,,20231107,Loudoun County Supervisor - At-Large,Loudoun County,1000337,va
wv87cand2304592,"Sam R. ""Independent"" Kroiz",va,Nonpartisan,,20231107,Loudoun County Supervisor - At-Large,Loudoun County,1000337,va
wv87cand2304593,Gary M. Clemens,va,Nonpartisan,,20231107,Loudoun County Clerk of the Circuit Court,Loudoun County,1000337,va
wv87cand2304594,Brian P. Allman,va,Nonpartisan,,20231107,Loudoun County Clerk of the Circuit Court,Loudoun County,1000337,va
wv87cand2304595,Melinda M. Mansfield,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Dulles,Loudoun County,1000337,va
wv87cand2304596,Deana L. Griffiths,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Ashburn,Loudoun County,1000337,va
wv87cand2304597,Harris Mahedavi,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Ashburn,Loudoun County,1000337,va
wv87cand2304598,"Karen L. ""Kari"" LaBell",va,Nonpartisan,,20231107,Loudoun County School Board Member - District Catoctin,Loudoun County,1000337,va
wv87cand2304599,Megan E. Lockwood,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Catoctin,Loudoun County,1000337,va
wv87cand2304600,Amy M. Riccardi,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Sterling,Loudoun County,1000337,va
wv87cand2304601,Arben Istrefi,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Sterling,Loudoun County,1000337,va
wv87cand2304602,Sarath Kolla,va,Nonpartisan,,20231107,Loudoun County School Board Member - District Sterling,Loudoun County,1000337,va
wv87cand2304603,"Robert S. ""Bob"" Wertz, Jr.",va,Nonpartisan,,20231107,Loudoun County Commissioner of Revenue,Loudoun County,1000337,va
wv87cand2304604,Sri S. Amudhanar,va,Nonpartisan,,20231107,Loudoun County Commissioner of Revenue,Loudoun County,1000337,va
wv87cand2304605,Debbie K. Rose,va,Nonpartisan,,20231107,Loudoun County Supervisor - District Algonkian,Loudoun County Board of Supervisors Algonkian Council District,1000337,va
wv87cand2304606,Juli E. Briskman,va,Nonpartisan,,20231107,Loudoun County Supervisor - District Algonkian,Loudoun County Board of Supervisors Algonkian Council District,1000337,va
wv87cand2304607,Clara Cauley Tennant,va,Nonpartisan,,20231107,Bath County School Board Member - District Williamsville,Bath County,1000337,va
wv87cand2304608,Kimberly Cauley Keyser,va,Nonpartisan,,20231107,Bath County Clerk of the Circuit Court,Bath County,1000337,va
wv87cand2304609,Annette T. Loan,va,Nonpartisan,,20231107,Bath County Clerk of the Circuit Court,Bath County,1000337,va
wv87cand2304610,Robert W. Plecker,va,Nonpartisan,,20231107,Bath County Sheriff,Bath County,1000337,va
wv87cand2304611,Linda Susan Kissell-Puhle,va,Nonpartisan,,20231107,Bath County School Board Member - District Millboro,Bath County,1000337,va
wv87cand2304612,Karen W. Hise,va,Nonpartisan,,20231107,Bath County School Board Member - District Cedar Creek,Bath County,1000337,va
wv87cand2304613,Robin A. Anderson,va,Nonpartisan,,20231107,Bath County School Board Member - District Cedar Creek,Bath County,1000337,va
wv87cand2304614,Zachery T. Burns,va,Nonpartisan,,20231107,Bath County School Board Member - District Warm Springs,Bath County,1000337,va
wv87cand2304615,Catherine D. Lowry,va,Nonpartisan,,20231107,Bath County School Board Member - District Valley Springs,Bath County,1000337,va
wv87cand2304616,Pamela H. Webb,va,Nonpartisan,,20231107,Bath County Treasurer,Bath County,1000337,va
wv87cand2304617,Angel Mays Grimm,va,Nonpartisan,,20231107,Bath County Commissioner of Revenue,Bath County,1000337,va
wv87cand2304618,Charles S. Moore,va,Nonpartisan,,20231107,Bath County Commonwealth's Attorney,Bath County,1000337,va
wv87cand2304619,Lynn Ellen Black,va,Nonpartisan,,20231107,Bath County Supervisor - District Williamsville,Bath County Board of Supervisors District Williamsville,1000337,va
wv87cand2304620,Thomas Shelton Burns,va,Nonpartisan,,20231107,Bath County Supervisor - District Williamsville,Bath County Board of Supervisors District Williamsville,1000337,va
wv87cand2304621,Edward T. Hicklin,va,Nonpartisan,,20231107,Bath County Supervisor - District Millboro,Bath County Board of Supervisors District Millboro,1000337,va
wv87cand2304622,"John A. ""John-John"" Lockridge",va,Nonpartisan,,20231107,Bath County Supervisor - District Millboro,Bath County Board of Supervisors District Millboro,1000337,va
wv87cand2304623,Carla M. Bailey,va,Nonpartisan,,20231107,Bath County Supervisor - District Warm Springs,Bath County Board of Supervisors District Warm Springs,1000337,va
wv87cand2304624,Roy W. Burns,va,Nonpartisan,,20231107,Bath County Supervisor - District Warm Springs,Bath County Board of Supervisors District Warm Springs,1000337,va
wv87cand2304625,"H. Lee Fry, Jr.",va,Nonpartisan,,20231107,Bath County Supervisor - District Valley Springs,Bath County Board of Supervisors District Valley Springs,1000337,va
wv87cand2304626,Jack Eugene Lindsay,va,Nonpartisan,,20231107,Bath County Supervisor - District Cedar Creek,Bath County Board of Supervisors District Cedar Creek,1000337,va
wv87cand2304627,Ron R. Shifflett,va,Nonpartisan,,20231107,Bath County Supervisor - District Cedar Creek,Bath County Board of Supervisors District Cedar Creek,1000337,va
wv87cand2304628,Diane U. Montgomery,va,Nonpartisan,,20231107,Highland County Commonwealth's Attorney,Highland County,1000337,va
wv87cand2304629,Megan L. Yelen,va,Nonpartisan,,20231107,Highland County Commonwealth's Attorney,Highland County,1000337,va
wv87cand2304630,Christy J. Harper,va,Nonpartisan,,20231107,Highland County Treasurer,Highland County,1000337,va
wv87cand2304631,Jason M. Wilfong,va,Nonpartisan,,20231107,Highland County School Board Member - At-Large,Highland County,1000337,va
wv87cand2304632,Kenny W. Hodges,va,Nonpartisan,,20231107,Highland County School Board Member - At-Large,Highland County,1000337,va
wv87cand2304633,Sherry S. Sullenberger,va,Nonpartisan,,20231107,Highland County School Board Member - At-Large,Highland County,1000337,va
wv87cand2304634,Christopher Lee McDaniel,va,Nonpartisan,,20231107,Dinwiddie County Supervisor - District 4,Dinwiddie County Board of Supervisors District 4,1000337,va
wv87cand2304635,Harry Sponaugle,va,Nonpartisan,,20231107,Highland County Supervisor,Highland County,1000337,va
wv87cand2304636,"Henry A. Budzinski, Jr.",va,Nonpartisan,,20231107,Highland County Supervisor,Highland County,1000337,va
wv87cand2304637,"John L. Moyers, Jr.",va,Nonpartisan,,20231107,Highland County Supervisor,Highland County,1000337,va
wv87cand2304638,Paul S. Trible,va,Nonpartisan,,20231107,Highland County Supervisor,Highland County,1000337,va
wv87cand2304639,David S. Dykes,va,Nonpartisan,,20231107,Highland County Sheriff,Highland County,1000337,va
wv87cand2304640,"Robert W. ""Bob"" Kelly",va,Nonpartisan,,20231107,Highland County Sheriff,Highland County,1000337,va
wv87cand2304641,Ronald Wimer,va,Nonpartisan,,20231107,Highland County Sheriff,Highland County,1000337,va
wv87cand2304642,Judy W. Hupman,va,Nonpartisan,,20231107,Highland County Clerk of the Circuit Court,Highland County,1000337,va
wv87cand2304643,Yvonne E. Wimer,va,Nonpartisan,,20231107,Highland County Commissioner of Revenue,Highland County,1000337,va
wv87cand2304644,A. C. Cordoza,va,Republican,,20231107,VA State Delegate - District 86,Virginia State House district 86,1000337,va
wv87cand2304645,"Jarris Louis Taylor, Jr.",va,Democrat,,20231107,VA State Delegate - District 86,Virginia State House district 86,1000337,va
wv87cand2304646,"J. D. ""Danny"" Diggs",va,Republican,,20231107,VA State Senator - District 24,Virginia State Senate district 24,1000337,va
wv87cand2304647,T. Monty Mason,va,Democrat,,20231107,VA State Senator - District 24,Virginia State Senate district 24,1000337,va
wv87cand2304648,Olga E. Davenport,va,Nonpartisan,,20231107,Poquoson City Council Member - District Western,Poquoson City Council District Western,1000337,va
wv87cand2304649,Debbie Diggs Bunting,va,Nonpartisan,,20231107,Poquoson City Council Member - District Western,Poquoson City Council District Western,1000337,va
wv87cand2304650,Anjie L. Emmett,va,Nonpartisan,,20231107,Poquoson City Council Member - District Eastern,Poquoson City Council District Eastern,1000337,va
wv87cand2304651,"Rebecca C. ""Becky"" Nunnally",va,Nonpartisan,,20231107,Powhatan County Treasurer,Powhatan County,1000337,va
wv87cand2304652,John J. McGuire III,va,Republican,,20231107,VA State Senator - District 10,Virginia State Senate district 10,1000337,va
wv87cand2304653,"J.B. ""Jamie"" Timberlake II",va,Nonpartisan,,20231107,Powhatan County Commissioner of Revenue,Powhatan County,1000337,va
wv87cand2304654,"R. Lee Ware, Jr.",va,Republican,,20231107,VA State Delegate - District 72,Virginia State House district 72,1000337,va
wv87cand2304655,Bilal Z. Raychouni,va,Democrat,,20231107,VA State Delegate - District 72,Virginia State House district 72,1000337,va
wv87cand2304656,Brad W. Nunnally,va,Nonpartisan,,20231107,Powhatan County Sheriff,Powhatan County,1000337,va
wv87cand2304657,Christopher J. Coplan,va,Nonpartisan,,20231107,Powhatan County School Board Member - District 1,Powhatan County,1000337,va
wv87cand2304658,Vicki R. Hurt,va,Nonpartisan,,20231107,Powhatan County School Board Member - District 1,Powhatan County,1000337,va
wv87cand2304659,Teresa Hash Dobbins,va,Nonpartisan,,20231107,Powhatan County Clerk of the Circuit Court,Powhatan County,1000337,va
wv87cand2304660,Germando Harris,va,Nonpartisan,,20231107,Powhatan County School Board Member - District 5,Powhatan County,1000337,va
wv87cand2304661,Kim M. Drew Hymel,va,Nonpartisan,,20231107,Powhatan County School Board Member - District 5,Powhatan County,1000337,va
wv87cand2304662,Michele Leite' Ward,va,Nonpartisan,,20231107,Powhatan County School Board Member - District 5,Powhatan County,1000337,va
wv87cand2304663,Robert Cerullo,va,Nonpartisan,,20231107,Powhatan County Commonwealth's Attorney,Powhatan County,1000337,va
wv87cand2304664,Susan Evans Smith,va,Nonpartisan,,20231107,Powhatan County School Board Member - District 2,Powhatan County,1000337,va
wv87cand2304665,Jeanne Wade,va,Nonpartisan,,20231107,Powhatan County School Board Member - District 3,Powhatan County,1000337,va
wv87cand2304666,James Taylor,va,Nonpartisan,,20231107,Powhatan County School Board Member - District 4,Powhatan County,1000337,va
wv87cand2304667,Robert W. Powers,va,Nonpartisan,,20231107,Powhatan County Supervisor - District 3,Powhatan County Board of Supervisors District 3,1000337,va
wv87cand2304668,Steve Barham,va,Nonpartisan,,20231107,Powhatan County Supervisor - District 3,Powhatan County Board of Supervisors District 3,1000337,va
wv87cand2304669,Mark Kinney,va,Nonpartisan,,20231107,Powhatan County Supervisor - District 4,Powhatan County Board of Supervisors District 4,1000337,va
wv87cand2304670,Bill Cox,va,Nonpartisan,,20231107,Powhatan County Supervisor - District 4,Powhatan County Board of Supervisors District 4,1000337,va
wv87cand2304671,Denise Morrissette,va,Nonpartisan,,20231107,Powhatan County Supervisor - District 5,Powhatan County Board of Supervisors District 5,1000337,va
wv87cand2304672,Dan Jones,va,Nonpartisan,,20231107,Powhatan County Supervisor - District 5,Powhatan County Board of Supervisors District 5,1000337,va
wv87cand2304673,David T. Williams,va,Nonpartisan,,20231107,Powhatan County Supervisor - District 1,Powhatan County Board of Supervisors District 1,1000337,va
wv87cand2304674,"Bill Donati, Jr.",va,Nonpartisan,,20231107,Powhatan County Supervisor - District 1,Powhatan County Board of Supervisors District 1,1000337,va
wv87cand2304675,Steven W. McClung,va,Nonpartisan,,20231107,Powhatan County Supervisor - District 2,Powhatan County Board of Supervisors District 2,1000337,va
wv87cand2304676,"William ""Bill"" Hough",va,Nonpartisan,,20231107,Powhatan County Supervisor - District 2,Powhatan County Board of Supervisors District 2,1000337,va
wv87cand2304677,"James N. ""Jimmy"" Bierman",va,Nonpartisan,,20231107,Fairfax County Supervisor - District Dranesville,Fairfax County Supervisor District Dranesville,1000337,va
wv87cand2304678,Puneet Ahluwalia,va,Nonpartisan,,20231107,Fairfax County Supervisor - District Dranesville,Fairfax County Supervisor District Dranesville,1000337,va
wv87cand2304679,Kristin L. Hoffman,va,Republican,,20231107,VA State Delegate - District 6,Virginia State House district 6,1000337,va
wv87cand2304680,"Richard C. ""Rip"" Sullivan, Jr.",va,Democrat,,20231107,VA State Delegate - District 6,Virginia State House district 6,1000337,va
